,id,name,subsystem,reaction,GPR
1095,RIBabc,D-ribose transport via ABC system,Transpor,atp[c] + h2o[c] + rib__D[e] --> adp[c] + h[c] + pi[c] + rib__D[c],(Rv2316 and Rv2317 and Rv2318) or (Rv1235 and Rv1236 and Rv1237 and Rv1238) or (Rv2038c and Rv2039c and Rv2040c and Rv2041c)
1096,SERt2r,L serine reversible transport via proton symport,Transpor,h[e] + ser__L[e] <=> h[c] + ser__L[c],Rv1704c
1097,SKMt2,SKMt2,Transpor,h[e] + skm[e] <=> h[c] + skm[c],Rv1200
1098,SUCCt2r,Succinate transport via proton symport,Transpor,h[e] + succ[e] <=> h[c] + succ[c],Rv2443
1099,SULabc,Sulfate transport via ABC system,Transpor,atp[c] + h2o[c] + so4[e] --> adp[c] + h[c] + pi[c] + so4[c],Rv2397c and Rv2398c and Rv2399c and Rv2400c and Rv1739c
1100,TARTRt7,Tartrate/succinate antiporter,Transpor,succ[c] + tartr__L[e] <=> succ[e] + tartr__L[c],Rv1672c
1101,THRt2r,L threonine reversible transport via proton symport,Transpor,h[e] + thr__L[e] <=> h[c] + thr__L[c],Rv3737
1102,TREabc,Trehalose  transport via ABC system,Transpor,atp[c] + h2o[c] + tre[e] --> adp[c] + h[c] + pi[c] + tre[c],Rv1236 and Rv1237 and Rv1238
1103,TRPt2r,L tryptophan reversible transport via proton symport,Transpor,h[e] + trp__L[e] <=> h[c] + trp__L[c],
1104,TSULabc,Thiosulfate transport via ABC system,Transpor,atp[c] + h2o[c] + tsul[e] --> adp[c] + h[c] + pi[c] + tsul[c],Rv2397c and Rv2398c and Rv2399c and Rv2400c and Rv1739c
1105,TTDCAt2,Tetradecanoate transport via proton symport,Transpor,h[e] + ttdca[e] --> h[c] + ttdca[c],
1106,TYRt2r,L tyrosine reversible transport via proton symport,Transpor,h[e] + tyr__L[e] <=> h[c] + tyr__L[c],
1107,VALt2r,L valine reversible transport via proton symport,Transpor,h[e] + val__L[e] <=> h[c] + val__L[c],
1108,GLNabc,L-glutamine transport via ABC system,Transpor,atp[c] + gln__L[e] + h2o[c] --> adp[c] + gln__L[c] + h[c] + pi[c],(Rv0072 and Rv0073) or (Rv0411c and Rv2564)
1109,NIt5,NIt5,Transpor,ni2[c] <=> ni2[e],Rv2856
1110,Mn2t,R_Mn2t,Transpor,2.0 h[c] + mn2[e] <=> 2.0 h[e] + mn2[c],Rv0924c
1111,HIAt,THIA Transport,Transpor,hia[e] <=> hia[c],
1112,CHSTEROLt_1,MNXR1163,Transpor,atp[c] + chsterol[e] + h2o[c] --> adp[c] + chsterol[c] + h[c] + pi[c],Rv3499c and Rv3498c and Rv3497c and Rv3496c and Rv3495c and Rv3494c and Rv3500c and Rv3501c
1113,MOBDabc,Molybdate transport via ABC system,Transpor,atp[c] + h2o[c] + mobd[e] --> adp[c] + h[c] + mobd[c] + pi[c],Rv1857 and Rv1858 and Rv1859
1114,MOBDabc_rev,T06232b,Transpor,atp[c] + h2o[c] + mobd[c] --> adp[c] + h[c] + mobd[e] + pi[c],Rv1857 and Rv1858 and Rv1859
1115,ACt2r_1,Acetate reversible transport via proton symport,Transpor,ac[e] + h[c] <=> ac[c] + h[e],
1116,4HBAt,MNXR68734,Transpor,4hba[e] <=> 4hba[c],
1117,4ABZt,4 Aminobenzoate mitochondrial transport via diffusion,Transpor,4abz[c] <=> 4abz[e],
1118,CHLabc_rev,T00114b,Transpor,atp[c] + chol[c] + h2o[c] --> adp[c] + chol[e] + h[c] + pi[c],Rv3756c and Rv3757c and Rv3758c and Rv3759c
1119,PYDXNtr,Pyridoxine transport via diffusion,Transpor,pydxn[e] <=> pydxn[c],
1120,FORt,Formate transport via diffusion,Transpor,for[e] <=> for[c],
1121,GLYCLTt,Glycolate transport via diffusion,Transpor,glyclt[e] <=> glyclt[c],
1122,NO3t3,Nitrate transport in via proton symport,Transpor,h[e] + no3[c] <=> h[c] + no3[e],
1123,MNabc_rev,T0034b,Transpor,atp[c] + h2o[c] + mn2[c] --> adp[c] + h[c] + mn2[e] + pi[c],Rv2059 and Rv2060 and Rv2061c
1124,ADOCBLabc,MNXR81564,Transpor,adocbl[e] + atp[c] + h2o[c] <=> adocbl[c] + adp[c] + h[c] + pi[c],Rv1819c
1125,AKGt2r_1,2-oxoglutarate reversible transport via symport,Transpor,akg[e] + h[c] <=> akg[c] + h[e],
1126,ACALDt,Acetaldehyde reversible transport,Transpor,acald[e] <=> acald[c],
1127,OCDCEAt,Octadecenoate  n C181  transport in via uniport,Transpor,ocdcea[e] <=> ocdcea[c],
1128,UREAt_2,Urea transport via facilitate diffusion,Transpor,h[e] + urea[e] <=> h[c] + urea[c],
1129,VIUB,VIUB,Transpor,atp[c] + fe3[e] + h2o[c] + 0.0005 mcbts[c] + 0.0005 mcbtt[c] --> adp[c] + fe3[c] + pi[c],Rv2895c and Rv1348 and Rv1349
1130,ETOHt3,Ethanol transport out via proton antiport,Transpor,etoh[c] + h[e] <=> etoh[e] + h[c],
1131,BTNTe,Release of biotin across the basolatral membrane,Transpor,btn[c] <=> btn[e],
1132,NODCOAt,NODCOA IN,Transpor,nodcoa[e] --> nodcoa[c],
1133,OCTSCOAt,OCTSCOA IN,Transpor,octscoa[e] --> octscoa[c],
1134,PC_TBt,T00157,Transpor,pc_TB[e] <=> pc_TB[c],
1135,GLYTRS,Glycyl-tRNA synthetase,tRNA Charging,atp[c] + gly[c] + trnagly[c] --> amp[c] + glytrna[c] + ppi[c],Rv2357c
1136,SELCYSS,Selenocysteine synthase,tRNA Charging,selnp[c] + sertrna_sec[c] --> h[c] + pi[c] + sectrna[c],
1137,TYRTRS,Tyrosyl-tRNA synthetase,tRNA Charging,atp[c] + trnatyr[c] + tyr__L[c] --> amp[c] + ppi[c] + tyrtrna[c],Rv1689
1138,ALDD19xr,"Aldehyde dehydrogenase (phenylacetaldehyde, NAD)","Tyrosine, Tryptophan, and Phenylalanine Metabolism",h2o[c] + nad[c] + pacald[c] --> 2.0 h[c] + nadh[c] + pac[c],Rv2858c
1139,ANPRT,Anthranilate phosphoribosyltransferase,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",anth[c] + prpp[c] --> ppi[c] + pran[c],Rv2192c
1140,ANS,Anthranilate synthase,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",chor[c] + gln__L[c] --> anth[c] + glu__L[c] + h[c] + pyr[c],Rv1609
1141,CHORM,Chorismate mutase,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",chor[c] --> pphn[c],Rv1885c or Rv0948c
1142,CHORS,Chorismate synthase,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",3psme[c] --> chor[c] + pi[c],Rv2540c
1143,DDPA,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",e4p[c] + h2o[c] + pep[c] --> 2dda7p[c] + pi[c],Rv2178c
1144,DHQTi,"3-dehydroquinate dehydratase, irreversible","Tyrosine, Tryptophan, and Phenylalanine Metabolism",3dhq[c] <=> 3dhsk[c] + h2o[c],Rv2537c
1145,DHQS,3-dehydroquinate synthase,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",2dda7p[c] --> 3dhq[c] + pi[c],Rv2538c
1146,IGPS,Indole-3-glycerol-phosphate synthase,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",2cpr5p[c] + h[c] --> 3ig3p[c] + co2[c] + h2o[c],Rv1611
1147,PEAMNO,Phenethylamine oxidase,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",h2o[c] + o2[c] + peamn[c] --> h2o2[c] + nh4[c] + pacald[c],
1148,PHYCBOXL,L-Phenylalanine carboxy-lyase,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",h[c] + phe__L[c] --> co2[c] + peamn[c],Rv2531c
1149,PPND,Prephenate dehydrogenase,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",nad[c] + pphn[c] --> 34hpp[c] + co2[c] + nadh[c],Rv3754
1150,PPNDH,Prephenate dehydratase,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",h[c] + pphn[c] --> co2[c] + h2o[c] + phpyr[c],Rv3838c
1151,PSCVT,3-phosphoshikimate 1-carboxyvinyltransferase,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",pep[c] + skm5p[c] --> 3psme[c] + pi[c],Rv3227
1152,SHK3Dr,Shikimate dehydrogenase,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",3dhsk[c] + h[c] + nadph[c] <=> nadp[c] + skm[c],Rv2552c
1153,SHKK,Shikimate kinase,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",atp[c] + skm[c] --> adp[c] + h[c] + skm5p[c],Rv2539c
1154,TRPS1,Tryptophan synthase (indoleglycerol phosphate),"Tyrosine, Tryptophan, and Phenylalanine Metabolism",3ig3p[c] + ser__L[c] --> g3p[c] + h2o[c] + trp__L[c],Rv1613 and Rv1612
1155,TRPS2,Tryptophan synthase (indole),"Tyrosine, Tryptophan, and Phenylalanine Metabolism",indole[c] + ser__L[c] --> h2o[c] + trp__L[c],Rv1612 and Rv1613
1156,TRPS3,Tryptophan synthase (indoleglycerol phosphate),"Tyrosine, Tryptophan, and Phenylalanine Metabolism",3ig3p[c] --> g3p[c] + indole[c],Rv1612 and Rv1613
1157,ACONMT,Trans-aconitate methyltransferase,Unassigned,acon_T[c] + amet[c] --> aconm[c] + ahcys[c],Rv0294
1158,ACGS,N-acetylglutamate synthase,Urea Cycle,accoa[c] + glu__L[c] --> acglu[c] + coa[c] + h[c],Rv2747
1159,G5SD,Glutamate-5-semialdehyde dehydrogenase,Urea Cycle,glu5p[c] + h[c] + nadph[c] --> glu5sa[c] + nadp[c] + pi[c],Rv2427c
1160,G5SD2,Glutamate 5 semialdehyde dehydrogenase,Urea Cycle,glu5p[c] + h[c] + nadh[c] --> glu5sa[c] + nad[c] + pi[c],Rv2427c
1161,GLU5K,Glutamate 5-kinase,Urea Cycle,atp[c] + glu__L[c] --> adp[c] + glu5p[c],Rv2439c
1162,SPMS,Spermidine synthase,Urea Cycle,ametam[c] + ptrc[c] --> 5mta[c] + h[c] + spmd[c],Rv2601
1163,ACHBS,2-aceto-2-hydroxybutanoate synthase,"Valine, Leucine, and Isoleucine Metabolism",2obut[c] + h[c] + pyr[c] --> 2ahbut[c] + co2[c],Rv3003c or (Rv3470c and Rv3002c)
1164,ACLS,Acetolactate synthase,"Valine, Leucine, and Isoleucine Metabolism",h[c] + 2.0 pyr[c] --> alac__S[c] + co2[c],(Rv3002c and Rv3003c) or Rv1820 or Rv3509c
1165,DHAD1,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylbutanoate)","Valine, Leucine, and Isoleucine Metabolism",23dhmb[c] --> 3mob[c] + h2o[c],Rv0189c
1166,DHAD2,"Dihydroxy-acid dehydratase (2,3-dihydroxy-3-methylpentanoate)","Valine, Leucine, and Isoleucine Metabolism",23dhmp[c] --> 3mop[c] + h2o[c],Rv0189c
1167,ILETA,Isoleucine transaminase,"Valine, Leucine, and Isoleucine Metabolism",akg[c] + ile__L[c] <=> 3mop[c] + glu__L[c],Rv2210c
1168,IPMD,3-isopropylmalate dehydrogenase,"Valine, Leucine, and Isoleucine Metabolism",3c2hmp[c] + nad[c] --> 3c4mop[c] + h[c] + nadh[c],Rv2995c
1169,IPPMIa,3-isopropylmalate dehydratase,"Valine, Leucine, and Isoleucine Metabolism",3c2hmp[c] <=> 2ippm[c] + h2o[c],Rv2988c and Rv2987c
1170,IPPMIb,2-isopropylmalate hydratase,"Valine, Leucine, and Isoleucine Metabolism",2ippm[c] + h2o[c] <=> 3c3hmp[c],Rv2988c and Rv2987c
1171,IPPS,2-isopropylmalate synthase,"Valine, Leucine, and Isoleucine Metabolism",3mob[c] + accoa[c] + h2o[c] --> 3c3hmp[c] + coa[c] + h[c],Rv3710
1172,KARA1,"Ketol-acid reductoisomerase (2,3-dihydroxy-3-methylbutanoate)","Valine, Leucine, and Isoleucine Metabolism",23dhmb[c] + nadp[c] <-- alac__S[c] + h[c] + nadph[c],Rv3001c
1173,KARA2,Ketol-acid reductoisomerase (2-Acetolactate),"Valine, Leucine, and Isoleucine Metabolism",2ahbut[c] + h[c] + nadph[c] --> 23dhmp[c] + nadp[c],Rv3001c
1174,LEUTA,Leucine transaminase,"Valine, Leucine, and Isoleucine Metabolism",akg[c] + leu__L[c] <=> 4mop[c] + glu__L[c],Rv2210c
1175,OMCDC,2-Oxo-4-methyl-3-carboxypentanoate decarboxylation,"Valine, Leucine, and Isoleucine Metabolism",3c4mop[c] + h[c] --> 4mop[c] + co2[c],
1176,VALTA,Valine transaminase,"Valine, Leucine, and Isoleucine Metabolism",akg[c] + val__L[c] <=> 3mob[c] + glu__L[c],Rv2210c
1177,MACCOAT,2-Methylacetyl-CoA thiolase,"Valine, Leucine, and Isoleucine Metabolism",2maacoa[c] + coa[c] <=> accoa[c] + ppcoa[c],Rv1135A or Rv0243 or Rv1323 or Rv3556c or Rv1074c or Rv0859
1178,ECOAH12,3-hydroxyacyl-CoA dehydratase (3-hydroxyisobutyryl-CoA) (mitochondria),"Valine, Leucine, and Isoleucine Metabolism",2mp2coa[c] + h2o[c] --> 3hibutcoa[c],Rv1070c or Rv0905 or Rv2486 or Rv1472 or Rv3774
1179,3HBCOAHL,3-hydroxyisobutyryl-CoA hydrolase,"Valine, Leucine, and Isoleucine Metabolism",3hibutcoa[c] + h2o[c] --> 3hmp[c] + coa[c] + h[c],Rv1071c
1180,HACD9,3 hydroxyacyl CoA dehydrogenase  2 Methylacetoacetyl CoA ,"Valine, Leucine, and Isoleucine Metabolism",3hmbcoa[c] + nad[c] --> 2maacoa[c] + h[c] + nadh[c],Rv3774 or Rv1144
1181,ECOAH9ir,2 Methylprop 2 enoyl CoA  2 Methylbut 2 enoyl CoA ,"Valine, Leucine, and Isoleucine Metabolism",2mb2coa[c] + h2o[c] --> 3hmbcoa[c],Rv1070c or Rv0905 or Rv2486 or Rv1472 or Rv3774
1182,VPAMTr,Valine-pyruvate aminotransferase,"Valine, Leucine, and Isoleucine Metabolism",3mob[c] + ala__L[c] <=> pyr[c] + val__L[c],Rv3565
1183,EGTD,S-adenosyl-L-methionine:L-histidine Nalpha-methyltransferase,,3.0 amet[c] + his__L[c] --> 3.0 ahcys[c] + 3.0 h[c] + hercyn[c],Rv3701c
1184,DGTP8DETOX,8-oxo-dGTP diphosphohydrolase,,8oxdgtp[c] + h2o[c] --> 8oxdgmp[c] + h[c] + ppi[c],Rv0413 or Rv1160
1185,DGTP8OXO,RXN-11410,,dgtp[c] + 2.0 oh1[c] --> 8oxdgtp[c] + h2o[c],
1186,GTP8OXO,RXN-11409,,gtp[c] + 2.0 oh1[c] --> 8oxgtp[c] + h2o[c],
1187,MMSAD2,Methylmalonate-semialdehyde dehydrogenase (propanol),Cholesterol degradation,coa[c] + nad[c] + ppal[c] --> h[c] + nadh[c] + ppcoa[c],Rv3535c
1188,ECHA20,MNXR84970,Cholesterol degradation,h2o[c] + hipecoa[c] --> hipohcoa[c],Rv3550
1189,CHOL1,MNXR19104,Cholesterol degradation,chsterol[c] + nad[c] --> chol4en3one[c] + h[c] + nadh[c],Rv1106c
1190,FADE282,MNXR87738,Cholesterol degradation,cholc3coa[c] + fad[c] --> cholenec3coa[c] + fadh2[c],Rv3544c and Rv3543c
1191,HOPNTAL2_1,4-hydroxy-2-oxopentanoate aldolase(p-xylene),Cholesterol degradation,4hoxoh[c] --> h[c] + ppal[c] + pyr[c],
1192,ECHA192,ECHA192,Cholesterol degradation,cholenec5coa[c] + h2o[c] <=> hcholc5coa[c],Rv3516 or Rv3538
1193,HSA,MNXR75761,Cholesterol degradation,3hsa[c] + fmnh2[c] + o2[c] --> 34dhsa[c] + fmn[c] + h2o[c],Rv3570c and Rv3567c
1194,FADB3,FADB3,Cholesterol degradation,hcholc5coa[c] + nad[c] --> h[c] + nadh[c] + ocholc5coa[c],Rv3502c
1195,FADB2,FADB2,Cholesterol degradation,hcholc8coa[c] + nad[c] --> h[c] + nadh[c] + ocholc8coa[c],Rv3502c
1196,CHCD,MNXR22345,Cholesterol degradation,hipohcoa[c] + nad[c] --> h[c] + hipocoa[c] + nadh[c],
1197,HDAD,MNXR76953,Cholesterol degradation,49dsha[c] + h2o[c] --> hhd[c] + hip[c],Rv3569c
1198,CHOD,MNXR6103,Cholesterol degradation,chsterol[c] + o2[c] --> chol4en3one[c] + h2o2[c],Rv3409c
1199,3HSA,MNXR19078,Cholesterol degradation,9ohadd[c] --> 3hsa[c],
1200,HSAC,R04597,Cholesterol degradation,34dhsa[c] + o2[c] --> 49dsha[c],Rv3568c
1201,HSAE,R09960,Cholesterol degradation,h2o[c] + hhd[c] --> 4hoxoh[c],Rv3536c
1202,HIAA,HIAA,Cholesterol degradation,h2o[c] + hipocoa[c] --> accoa[c] + hia[c],
1203,IPDAB,IPDAB,Cholesterol degradation,5ohhip[c] + atp[c] + coa[c] + 3.0 h[c] --> 5ohhipcoa[c] + amp[c] + ppi[c],Rv3551 and Rv3552
1204,KSH,R09860,Cholesterol degradation,andrs14dn317dn[c] + h[c] + nadh[c] + o2[c] --> 9ohadd[c] + h2o[c] + nad[c],Rv3526 and Rv3571
1205,ECHA193,ECHA193,Cholesterol degradation,cholenec3coa[c] + h2o[c] <=> hcholc3coa[c],Rv3541c and Rv3541c
1206,CYP1,MNXR19061,Cholesterol degradation,chol4en3one[c] + h[c] + nadh[c] + o2[c] --> h2o[c] + hchol[c] + nad[c],Rv3518c or Rv3545c
1207,IPDF,IPDF,Cholesterol degradation,h[c] + hipcoa[c] + nadh[c] --> 5ohhipcoa[c] + nad[c],
1208,HIPA,HIPA,Cholesterol degradation,h[c] + hip[c] + nadh[c] --> 5ohhip[c] + nad[c],
1209,CHOLCOA,MNXR87732,Cholesterol degradation,cholc5coa[c] + fad[c] --> cholenec5coa[c] + fadh2[c],Rv3573c
1210,ECHA191,ECHA191,Cholesterol degradation,cholenec8coa[c] + h2o[c] <=> hcholc8coa[c],Rv3516 or Rv3538
1211,FADE30,MNXR87739,Cholesterol degradation,5ohhipcoa[c] + fad[c] --> fadh2[c] + hipecoa[c],Rv3560c
1212,CYP3,CYP3,Cholesterol degradation,h[c] + nadh[c] + o2[c] + ochol[c] --> cchol[c] + h2o[c] + nad[c],Rv3518c or Rv3545c
1213,CYP2,CYP2,Cholesterol degradation,hchol[c] + nad[c] --> h[c] + nadh[c] + ochol[c],Rv3518c or Rv3545c
1214,PRCOA1,MNXR76960,Cholesterol degradation,hcholc3coa[c] --> andrstndn[c] + 4.0 h[c] + ppcoa[c],Rv3540c
1215,FADE281,MNXR87732,Cholesterol degradation,cholc8coa[c] + fad[c] --> cholenec8coa[c] + fadh2[c],Rv3504 or Rv3505
1216,FADD3,MNXR22341,Cholesterol degradation,atp[c] + coa[c] + 3.0 h[c] + hip[c] --> amp[c] + hipcoa[c] + ppi[c],(Rv3551 and Rv3552) or Rv3561
1217,KSTD,MNXR85993,Cholesterol degradation,andrstndn[c] + nad[c] --> andrs14dn317dn[c] + h[c] + nadh[c],Rv3537
1218,FADD17,MNXR86378,Cholesterol degradation,atp[c] + cchol[c] + coa[c] + 3.0 h[c] --> adp[c] + cholc8coa[c] + pi[c],Rv3506 or Rv3515c
1219,FADE51,MNXR76950,Cholesterol degradation,coa[c] + ocholc8coa[c] --> cholc5coa[c] + ppcoa[c],Rv3546 or Rv3523
1220,FADE52,MNXR22325,Cholesterol degradation,coa[c] + ocholc5coa[c] --> accoa[c] + cholc3coa[c],Rv3546 or Rv3522
1221,HIPEOX,HIPEOX,Cholesterol degradation,coa[c] + h2o[c] + hipecoa[c] + nad[c] --> 5ohhiccoa[c] + accoa[c] + h[c] + nadh[c],
1222,IPDCF,IPDCF,Cholesterol degradation,5ohhiccoa[c] + 2.0 nad[c] --> 2.0 h[c] + hieccoa[c] + 2.0 nadh[c],Rv3553 and Rv3559c
1223,ECHA20_2,ECHA20_2,Cholesterol degradation,h2o[c] + h[c] + hieccoa[c] --> cocheacoa[c],Rv3550
1224,FADA6,FADA6,Cholesterol degradation,coa[c] + cocheacoa[c] + h2o[c] --> accoa[c] + moodacoa[c],Rv3551 and Rv3552 and Rv3556c
1225,FADE31,FADE31,Cholesterol degradation,coa[c] + fad[c] + h2o[c] + moodacoa[c] + nad[c] --> accoa[c] + fadh2[c] + h[c] + mbkacoa[c] + nadh[c],Rv3562 or Rv3563
1226,MBKTHIO,MBKTHIO,Cholesterol degradation,coa[c] + mbkacoa[c] --> h2o[c] + h[c] + ppcoa[c] + succoa[c],
1227,EX_cbi_e,Cobinamide exchange,Extracellular exchange,cbi[e] <=> ,
1228,BACA,Transport cobinamide,Transpor,atp[c] + cbi[e] + h2o[c] --> adp[c] + cbi[c] + pi[c],
1229,SDH1,Succinate dehydrogenase,Citric Acid Cycle,mqn8[c] + succ[c] --> fum[c] + mql8[c],Rv0247c and Rv0248c and Rv0249c
1230,ATPM,ATP maintenance requirement,Biomass and maintenance functions,atp[c] + h2o[c] --> adp[c] + h[c] + pi[c],
1231,DHFR_copy1,R_DHFR_copy1,Folate Metabolism,dhf[c] + h[c] + nadph[c] <=> nadp[c] + thf[c],Rv2763c
1232,BiomassGrowth_sMtb,BiomassGrowth_sMtb,Biomass and maintenance functions,0.2352 14glucan[c] + 0.0024 Ac1PIM1[c] + 0.0014 Ac1PIM2[c] + 0.0024 Ac1PIM3[c] + 0.0024 Ac1PIM4[c] + 0.0024 Ac2PIM2[c] + 0.1625 acser[c] + 0.2184 ala__D[c] + 0.0347 amet[c] + 0.1148 arg__L[c] + 0.0351 asn__L[c] + 0.0886 asp__L[c] + 57.03 atp[c] + 0.0295 c78mycolatepp[c] + 0.0091 clpn160190[c] + 0.0397 cmcbtt[c] + 0.0132 coa[c] + 0.0168 ctp[c] + 0.0155 cys__L[c] + 0.0102 datp[c] + 0.0194 dctp[c] + 0.0388 decda_tb[c] + 0.0194 dgtp[c] + 0.001 dttp[c] + 0.0129 fad[c] + 0.0003 fcmcbtt[c] + 0.0008 fdxox[c] + 0.0008 fdxrd[c] + 0.0008 fe2[c] + 0.0102 fe3[c] + 0.0222 fmn[c] + 0.0002 frrppdima[c] + 0.0008 gdpfuc[c] + 0.024 gdpmann[c] + 0.0036 gdptp[c] + 0.4661 glc__D[c] + 0.1384 gln__L[c] + 0.0001 gly[c] + 0.1373 glyb[c] + 0.0184 glyc[c] + 0.2352 glycogen[c] + 0.0168 gtp[c] + 57.0 h2o[c] + 0.0008 hemeA[c] + 0.158 hemeO[c] + 0.0008 his__L[c] + 0.0003 hmocta[c] + 0.003 hphthiocnylcoa[c] + 0.0642 ile__L[c] + 0.1483 leu__L[c] + 0.0317 lys__L[c] + 0.0343 man[c] + 0.0003 mcbtm[c] + 0.0285 met__L[c] + 0.1752 mpt[c] + 0.0118 mqn8[c] + 0.0131 msh[c] + 0.0152 nad[c] + 0.0136 nadp[c] + 0.0001 pdima[c] + 0.0035 pe160[c] + 0.0017 peptido_TB1[c] + 0.0001 phe__L[c] + 0.0008 pmtricoa[c] + 0.0004 ppdima[c] + 0.0218 ppm[c] + 0.0429 pro__L[c] + 0.0008 rib__D[c] + 0.0008 rrppdima[c] + 0.0924 ser__L[c] + 0.0511 sheme[c] + 0.0008 sl1[c] + 0.0713 tag_TB[c] + 0.0088 tamocta[c] + 0.0892 thf[c] + 0.0008 thmpp[c] + 0.0917 thr__L[c] + 0.0256 tmhexc[c] + 0.0295 tre6mm[c] + 0.0183 tre6p[c] + 0.0035 trp__L[c] + 0.0308 tyr__L[c] + 0.0008 uamr[c] + 0.0008 utp[c] --> 57.0 adp[c] + 0.0347 ahcys[c] + 57.0 pi[c],
1233,BIOMASS__2,R_BIOMASS__2,Biomass and maintenance functions,0.2352 14glucan[c] + 0.001681 Ac1PIM1[c] + 0.001488 Ac1PIM2[c] + 0.001335 Ac1PIM3[c] + 0.001211 Ac1PIM4[c] + 0.001274 Ac2PIM2[c] + 0.001573 PIM3[c] + 0.001403 PIM4[c] + 0.001266 PIM5[c] + 0.001154 PIM6[c] + 0.23018 acgam1p[c] + 0.40596 ala__L[c] + 0.0347 amet[c] + 0.000731 arabinanagalfragund[c] + 0.015676 arach[c] + 0.12042 arg__L[c] + 0.047699 asn__L[c] + 0.12031 asp__L[c] + 60.0 atp[c] + 0.0295 c78mycolatepp[c] + 0.005859 clpn160190[c] + 0.25095 cmp[c] + 0.0132 coa[c] + 0.0168 ctp[c] + 0.022 cys__L[c] + 0.003492 damp[c] + 0.0102 datp[c] + 0.0194 dctp[c] + 0.0194 dgtp[c] + 0.0102 dttp[c] + 0.0129 fad[c] + 0.0008 fdxox[c] + 0.0008 fdxrd[c] + 0.0008 fe2[c] + 0.0008 fe3[c] + 0.0222 fmn[c] + 0.0001 gdpmann[c] + 0.16315 glc__D[c] + 0.05812 gln__L[c] + 0.090007 glu__L[c] + 0.33581 gly[c] + 0.0184 glyc[c] + 0.2352 glycogen[c] + 0.24365 gmp[c] + 0.0168 gtp[c] + 60.0 h2o[c] + 0.23515 hdca[c] + 0.01094 hdcea[c] + 0.0008 hemeA[c] + 0.0008 hemeO[c] + 0.058352 hexc[c] + 0.074917 his__L[c] + 0.0064 hphthiocnylcoa[c] + 0.087731 ile__L[c] + 0.20471 leu__L[c] + 0.03909 lys__L[c] + 0.095065 man[c] + 0.00784 mbhn[c] + 0.034889 met__L[c] + 0.095802 mocdca[c] + 0.0118 mql8[c] + 0.0131 msh[c] + 0.0152 nad[c] + 0.0136 nadp[c] + 0.034837 ocdca[c] + 0.009849 ocdcea[c] + 0.006798 pa160190[c] + 0.00724 pa160[c] + 0.006407 pa190190[c] + 0.001251 pat[c] + 0.004061 pe160[c] + 0.01885 peptido_TB1[c] + 0.01885 peptido_TB2[c] + 0.00613 pg160190[c] + 0.006487 pg160[c] + 0.00581 pg190[c] + 0.006453 phdca[c] + 0.048102 phe__L[c] + 0.13803 pro__L[c] + 0.021723 rib__D[c] + 0.2326 ser__L[c] + 0.0008 sheme[c] + 0.001176 tat[c] + 0.0008 thf[c] + 0.0008 thmpp[c] + 0.13571 thr__L[c] + 0.001106 tmha1[c] + 0.0011 tmha2[c] + 0.001104 tmha3[c] + 0.001097 tmha4[c] + 0.006491 tre6p[c] + 0.00797 tre[c] + 0.006474 tres[c] + 0.020124 trp__L[c] + 0.012193 ttdca[c] + 0.031756 tyr__L[c] + 0.001008 uaaAgla[c] + 0.001008 uaaGgla[c] + 0.000986 uaagmda[c] + 0.002793 uamr[c] + 0.000977 ugagmda[c] + 0.0088 utp[c] + 0.20583 val__L[c] --> 60.0 adp[c] + 60.0 h[c] + 60.0 pi[c],
